,0
777,292.0884
778,298.63522
779,265.28406
780,292.88165
781,363.84308
782,352.1103
783,321.93042
784,294.88525
785,202.39488
786,142.59932
787,99.83857
788,48.567383
789,37.513073
790,31.965796
791,25.975044
792,48.29953
793,82.78454
794,139.07454
795,354.56284
796,381.8407
797,344.14456
798,319.81644
799,282.18842
800,299.7251
801,263.8196
802,291.34424
803,287.87164
804,282.99506
805,265.12363
806,288.50937
807,261.39194
808,248.30257
809,243.71623
810,191.08804
811,116.398834
812,61.94621
813,48.18175
814,38.481262
815,31.821064
816,36.802917
817,82.70525
818,124.92336
819,200.41945
820,227.82465
821,242.57654
822,229.85529
823,227.65565
824,200.71846
825,206.11539
826,199.67676
827,177.77533
828,184.73267
829,201.97656
830,184.66374
831,199.88284
832,136.48988
833,95.60679
834,64.28405
835,50.836937
836,44.735607
837,33.17102
838,23.523407
839,25.04681
840,26.856339
841,43.078968
842,49.790977
843,69.443924
844,82.38463
845,98.63836
846,91.63083
847,80.016174
848,77.4763
849,76.41226
850,81.85771
851,105.462746
852,103.44047
853,86.796394
854,83.54579
855,73.96028
856,57.606
857,51.477818
858,63.87994
859,51.690804
860,34.75575
861,30.516352
862,28.602196
863,21.287441
864,59.28678
865,133.62952
866,394.9782
867,417.5354
868,372.8636
869,283.25256
870,275.9897
871,226.65298
872,350.24234
873,318.03717
874,244.84981
875,218.935
876,237.76962
877,382.31448
878,329.67963
879,289.4874
880,319.3421
881,234.01918
882,119.452644
883,50.91485
884,58.47108
885,28.744698
886,28.035103
887,24.174551
888,60.293198
889,113.729546
890,391.18402
891,405.52936
892,384.5788
893,372.1808
894,344.2738
895,285.98288
896,303.01483
897,274.3086
898,324.4053
899,290.49045
900,272.9097
901,332.35342
902,312.86728
903,343.03308
904,292.14172
905,207.0756
906,134.7269
907,92.5126
908,59.41791
909,32.50548
910,28.23658
911,37.86129
912,55.321907
913,107.41449
914,389.94016
915,437.8014
916,386.9005
917,366.56897
918,338.14246
919,316.3004
920,305.49585
921,301.56488
922,308.89243
923,298.94104
924,269.14215
925,330.14987
926,366.5943
927,322.90045
928,271.00876
929,195.98796
930,122.53817
931,86.18808
932,55.76969
933,43.329494
934,37.095062
935,37.153534
936,58.179142
937,102.21229
938,372.68408
939,410.50095
940,390.71274
941,372.94858
942,344.07333
943,306.19952
944,296.48572
945,309.1132
946,298.4632
947,266.67743
948,278.63464
949,302.5503
950,313.31335
951,322.95413
952,260.69983
953,202.16437
954,129.5501
955,96.88624
956,70.60149
957,49.1078
958,35.219707
959,31.198957
960,55.870014
961,109.83317
962,395.89713
963,426.23154
964,374.5494
965,333.82635
966,354.55972
967,327.36554
968,318.96094
969,304.6604
970,295.9963
971,223.52872
972,223.68056
973,298.4784
974,293.21063
975,292.1135
976,282.29477
977,221.59186
978,125.081085
979,113.25671
980,84.009735
981,45.176205
982,29.478231
983,30.153248
984,52.73473
985,84.5901
986,128.28578
987,206.02892
988,219.44148
989,225.89003
990,229.00743
991,206.1917
992,198.40654
993,180.12657
994,177.34055
995,177.20874
996,153.25188
997,178.71817
998,186.07176
999,178.59502
1000,134.83209
1001,88.805214
1002,67.83172
1003,55.716957
1004,46.18663
1005,36.21813
1006,25.125711
1007,21.406824
1008,21.48235
1009,46.35464
1010,53.211796
1011,67.33058
1012,85.14725
1013,98.94114
1014,80.28318
1015,72.05803
1016,79.961784
1017,78.62998
1018,76.20231
1019,81.46309
1020,72.4976
1021,79.14806
1022,79.872055
1023,69.599335
1024,66.87396
1025,55.974037
1026,44.771385
1027,52.005733
1028,38.760082
1029,26.887173
1030,30.787607
1031,26.933493
1032,57.002228
1033,141.82663
1034,370.203
1035,359.27905
1036,304.8287
1037,318.1329
1038,272.13095
1039,320.84167
1040,286.13953
1041,282.55527
1042,300.6287
1043,296.15802
1044,273.55713
1045,312.92035
1046,318.5439
1047,307.04095
1048,261.6124
1049,138.8018
1050,71.971634
1051,40.69607
1052,46.475574
1053,31.501678
1054,48.58559
1055,32.994987
1056,61.61607
1057,110.65771
1058,357.7715
1059,400.5183
1060,354.1996
1061,341.69998
1062,283.18253
1063,310.52338
1064,332.66608
1065,312.5698
1066,278.27057
1067,260.9463
1068,282.70767
1069,279.62308
1070,291.36325
1071,292.2047
1072,237.54478
1073,186.59543
1074,110.738396
1075,82.31572
1076,53.02594
1077,33.47338
1078,25.2922
1079,30.06933
1080,51.898167
1081,108.34127
1082,363.20404
1083,375.0083
1084,359.69427
1085,304.68994
1086,314.4374
1087,305.15958
1088,262.97714
1089,269.7833
1090,327.16547
1091,287.37372
1092,303.54163
1093,326.04376
1094,339.7647
1095,315.83295
1096,300.3731
1097,199.88431
1098,129.37169
1099,87.89509
1100,51.918823
1101,38.258087
1102,35.290073
1103,28.428162
1104,56.421673
1105,108.50102
1106,379.55264
1107,393.61224
1108,349.6704
1109,349.3316
1110,294.9166
1111,335.9466
1112,354.01035
1113,302.91934
1114,289.165
1115,264.6838
1116,303.4489
1117,338.226
1118,358.04382
1119,296.1394
1120,287.89725
1121,199.33684
1122,157.68329
1123,107.41579
1124,69.547554
1125,45.615948
1126,32.477383
1127,29.09409
1128,61.96169
1129,112.754395
1130,363.78427
1131,399.07208
1132,382.3717
1133,383.19568
1134,366.8501
1135,321.69452
1136,311.32968
1137,267.96765
1138,259.51328
1139,286.32437
1140,276.5975
1141,247.96863
1142,262.81564
1143,261.6412
1144,229.14006
1145,192.64787
1146,166.60677
1147,128.48648
1148,115.6616
1149,51.418606
1150,36.58579
1151,28.3872
1152,45.79009
1153,81.854065
1154,140.28001
1155,199.21243
1156,243.81935
1157,250.49059
1158,257.24933
1159,214.50308
1160,196.90921
1161,203.22118
1162,186.4378
1163,174.40247
1164,175.40613
1165,181.94037
1166,183.40166
1167,180.76065
1168,162.0087
1169,120.73988
1170,82.57264
1171,65.58058
1172,63.887463
1173,37.227
1174,32.01245
1175,31.567833
1176,37.84968
1177,47.658894
1178,56.708496
1179,73.30664
1180,84.241264
1181,98.4714
1182,85.342186
1183,81.13231
1184,82.98945
1185,86.23509
1186,83.1481
1187,81.98653
1188,91.103325
1189,99.50294
1190,93.73466
1191,84.11227
1192,73.860085
1193,56.72655
1194,60.013805
1195,64.50325
1196,45.966736
1197,32.430725
1198,26.742407
1199,28.308681
1200,48.632935
1201,129.40053
1202,354.19308
1203,366.7732
1204,293.84363
1205,251.76367
1206,293.0579
1207,245.56609
1208,240.72131
1209,234.37257
1210,249.40108
1211,190.39618
1212,251.84729
1213,284.91934
1214,256.3271
1215,205.09595
1216,203.03188
1217,183.89154
1218,151.71889
1219,125.27499
1220,73.74173
1221,43.734562
1222,35.717915
1223,39.1069
1224,60.865112
1225,108.75767
1226,364.35727
1227,382.66678
1228,253.42268
1229,265.3837
1230,313.13318
1231,268.5174
1232,237.20586
1233,233.89502
1234,215.63454
1235,226.49258
1236,218.69005
1237,234.82661
1238,258.23553
1239,292.4818
1240,262.29184
1241,199.70018
1242,155.6982
1243,97.78414
1244,66.971115
1245,45.441525
1246,34.37292
1247,31.217785
1248,59.811417
1249,110.47144
1250,308.21432
1251,365.95078
1252,296.24295
1253,296.70996
1254,252.1615
1255,247.00908
1256,229.60703
1257,259.2847
1258,239.45134
1259,179.53946
1260,246.81256
1261,302.5709
1262,311.35364
1263,309.9046
1264,294.3512
1265,223.99129
1266,144.91399
1267,82.71422
1268,80.69084
1269,48.1522
1270,33.264393
1271,32.19883
1272,65.784386
1273,118.20135
1274,357.41446
1275,377.0999
1276,340.8901
1277,289.50876
1278,334.92996
1279,302.063
1280,298.11664
1281,267.12033
1282,252.12044
1283,268.42374
1284,283.40335
1285,288.9604
1286,301.60303
1287,301.65863
1288,266.86108
1289,206.05713
1290,133.91035
1291,98.71077
1292,76.42224
1293,46.27743
1294,39.249302
1295,32.34503
1296,59.36165
1297,115.536995
1298,382.1618
1299,408.50632
1300,327.46893
1301,288.95874
1302,316.6337
1303,294.59818
1304,250.61087
1305,272.6248
1306,293.51007
1307,249.13269
1308,242.14111
1309,236.68173
1310,287.19702
1311,255.12296
1312,255.67369
1313,222.29535
1314,191.74002
1315,143.26242
1316,89.99339
1317,56.98139
1318,38.00153
1319,34.49356
1320,47.232567
1321,83.457245
1322,121.950096
1323,174.94887
1324,219.62035
1325,251.6979
1326,220.17216
1327,207.3425
1328,216.23514
1329,230.20105
1330,185.6888
1331,193.99554
1332,188.33363
1333,200.67043
1334,180.54568
1335,198.29929
1336,160.65733
1337,128.07536
1338,92.04078
1339,67.238
1340,42.104507
1341,47.136105
1342,32.633476
1343,20.59294
1344,26.37861
1345,43.84637
1346,55.816994
1347,71.34499
1348,95.09033
1349,113.26706
1350,92.86567
1351,88.47404
1352,87.991196
1353,87.2459
1354,86.89464
1355,93.89642
1356,113.49746
1357,122.96017
1358,102.48869
1359,87.28944
1360,72.46071
1361,67.25803
1362,65.70929
1363,53.60854
1364,47.268024
1365,31.596905
1366,28.73889
1367,25.725798
1368,58.991077
1369,149.59953
1370,374.37036
1371,340.82446
1372,323.48663
1373,262.98215
1374,275.36816
1375,212.1368
1376,227.17961
1377,260.3462
1378,222.04494
1379,277.50598
1380,273.39413
1381,316.69278
1382,292.8168
1383,299.52255
1384,304.06766
1385,228.5831
1386,147.50694
1387,104.948494
1388,63.227608
1389,47.74545
1390,34.812794
1391,38.25624
1392,64.10676
1393,123.58638
1394,347.09677
1395,363.49478
1396,375.3625
1397,347.59106
1398,299.77908
1399,332.31018
1400,285.03052
1401,264.61285
1402,320.85754
1403,272.31058
1404,320.3896
1405,309.4156
1406,356.9589
1407,308.13977
1408,276.35083
1409,222.64796
1410,144.2289
1411,119.11438
1412,64.0739
1413,48.69125
1414,34.28063
1415,35.755096
1416,56.172558
1417,115.23173
1418,308.12576
1419,401.29642
1420,352.8013
1421,321.0378
1422,342.72794
1423,272.28867
1424,271.262
1425,254.47392
1426,137.61809
1427,228.8422
1428,293.21
1429,333.3239
1430,303.94983
1431,309.1522
1432,298.00626
1433,220.31898
1434,151.62495
1435,107.58587
1436,68.32388
1437,46.036957
1438,35.74307
1439,32.87445
1440,52.583336
1441,119.226494
1442,283.44934
1443,374.49588
1444,353.88776
1445,328.0575
1446,309.20886
1447,311.27417
1448,242.51735
1449,239.1479
1450,285.088
1451,241.23059
1452,259.69263
1453,289.55
1454,324.6679
1455,305.71393
1456,265.53372
1457,232.09134
1458,164.81084
1459,113.698425
1460,74.049034
1461,50.144493
1462,39.57465
1463,41.562843
1464,53.492046
1465,137.38295
1466,386.589
1467,344.00754
1468,330.631
1469,226.32318
1470,322.60217
1471,299.2301
1472,267.04913
1473,239.01064
1474,280.5626
1475,246.22221
1476,253.5565
1477,307.1951
1478,284.1559
1479,276.5722
1480,318.0524
1481,243.70851
1482,179.05017
1483,140.27654
1484,106.12906
1485,61.110638
1486,39.92849
1487,31.829172
1488,52.156128
1489,78.85746
1490,110.84624
1491,153.21246
1492,179.0293
1493,241.80484
1494,241.81844
1495,194.28133
1496,214.42236
1497,207.2836
1498,193.90442
1499,184.16762
1500,189.47778
1501,191.67012
1502,187.96082
1503,181.02048
1504,153.6085
1505,109.42895
1506,81.63017
1507,65.499214
1508,52.025833
1509,39.00879
1510,20.802622
1511,20.944168
1512,22.698566
1513,48.82585
1514,52.57536
1515,69.062775
1516,106.229355
1517,108.09587
1518,94.55943
1519,83.58844
1520,86.67462
1521,91.07535
1522,98.06014
1523,106.93382
1524,107.510796
1525,108.192116
1526,96.72043
1527,81.30547
1528,84.71515
1529,77.22968
1530,66.00912
1531,50.042908
1532,46.360107
1533,30.645464
1534,26.188488
1535,34.146114
1536,74.59931
1537,169.285
1538,387.21985
1539,406.2125
1540,232.6475
1541,255.30072
1542,260.39395
1543,172.20808
1544,244.18355
1545,246.92415
1546,194.65141
1547,236.71263
1548,303.44846
1549,289.82837
1550,311.33957
1551,321.79034
1552,300.03314
1553,231.24611
1554,154.52568
1555,113.61116
1556,54.23598
1557,42.090946
1558,37.080383
1559,35.462276
1560,64.10593
1561,127.65191
1562,369.69485
1563,406.61185
1564,320.49985
1565,265.33063
1566,154.00493
1567,243.77321
1568,261.794
1569,275.15176
1570,260.48373
1571,267.5733
1572,276.19452
1573,305.33466
1574,315.0235
1575,330.2063
1576,288.54578
1577,240.6429
1578,143.03508
1579,102.75559
1580,82.66927
1581,50.194595
1582,29.650587
1583,26.344273
1584,58.50466
1585,111.06392
1586,333.59607
1587,382.21085
1588,315.88715
1589,303.5261
1590,339.67093
1591,266.60684
1592,243.1639
1593,225.155
1594,222.63068
1595,296.26544
1596,250.45168
1597,279.82742
1598,305.53146
1599,286.75668
1600,281.14346
1601,224.09488
1602,145.25175
1603,120.364296
1604,88.27643
1605,49.776424
1606,39.134373
1607,33.898495
1608,43.975616
1609,104.33086
1610,287.72427
1611,393.99515
1612,330.47006
1613,270.55585
1614,320.3795
1615,295.4915
1616,288.37067
1617,259.68457
1618,281.1702
1619,255.17969
1620,250.85631
1621,255.9662
1622,286.59872
1623,256.36887
1624,279.9976
1625,254.61911
1626,195.86263
1627,130.13301
1628,83.521645
1629,41.7912
1630,32.19722
1631,42.008945
1632,66.4752
1633,147.59901
1634,316.83325
1635,348.06482
1636,324.97324
1637,360.2499
1638,299.90317
1639,254.68285
1640,219.5188
1641,283.1944
1642,239.15518
1643,210.71806
1644,225.4255
1645,192.86621
1646,157.72443
1647,206.95987
1648,286.14148
1649,275.18542
1650,163.33772
1651,104.25896
1652,82.74131
1653,52.738213
1654,37.25661
1655,28.71905
1656,41.269978
1657,82.28767
1658,117.83917
1659,174.29614
1660,218.04361
1661,212.58438
1662,172.38521
1663,180.0005
1664,175.30148
1665,169.19937
1666,152.02885
1667,108.53024
1668,98.69862
1669,112.796074
1670,147.56213
1671,166.08621
1672,142.2554
1673,98.60047
1674,78.50413
1675,67.68833
1676,53.21742
1677,38.444225
1678,21.230797
1679,19.716446
1680,30.64964
1681,44.509377
1682,57.6145
1683,73.45885
1684,79.18219
1685,93.62063
1686,92.515076
1687,90.051765
1688,91.236496
1689,77.68088
1690,98.77081
1691,121.418144
1692,109.886536
1693,112.448326
1694,111.100296
1695,91.95299
1696,82.82466
1697,76.33994
1698,60.04125
1699,59.641033
1700,44.611897
1701,28.752544
1702,29.412304
1703,35.823063
1704,62.080357
1705,156.863
1706,338.98578
1707,240.79701
1708,382.62445
1709,275.91992
1710,160.9507
1711,347.3939
1712,241.8287
1713,223.56985
1714,279.16428
1715,245.69958
1716,231.72607
1717,285.92615
1718,318.3028
1719,256.18097
1720,205.49037
1721,151.218
1722,89.58126
1723,61.297054
1724,58.944584
1725,37.682133
1726,25.666334
1727,33.367752
1728,60.672455
1729,118.98115
1730,334.26038
1731,309.9011
1732,329.03775
1733,272.50153
1734,308.33115
1735,279.28613
1736,250.14268
1737,244.89172
1738,250.74619
1739,258.1309
1740,268.92587
1741,314.24255
1742,298.9956
1743,277.37152
1744,248.99039
1745,173.37538
1746,99.17206
1747,83.785866
1748,52.54813
1749,39.213604
1750,32.8115
1751,40.354923
1752,55.761105
1753,117.86318
1754,350.68472
1755,356.6507
1756,338.8822
1757,275.92474
1758,298.30875
1759,284.25613
1760,256.7913
1761,263.4015
1762,270.5422
1763,277.8768
1764,288.17358
1765,283.00516
1766,340.37756
1767,285.55225
1768,232.06015
1769,170.0508
1770,111.97797
1771,88.78056
1772,75.046265
1773,46.561207
1774,29.046438
1775,36.00032
1776,58.24773
1777,126.874596
1778,353.12668
1779,356.83304
1780,313.48895
1781,320.86166
1782,350.52115
1783,328.66235
1784,301.59344
1785,333.36285
1786,290.07907
1787,253.6549
1788,249.97285
1789,295.71426
1790,269.6003
1791,297.2534
1792,326.54507
1793,257.02563
1794,136.66225
1795,98.88429
1796,46.731167
1797,51.66343
1798,33.716274
1799,35.932007
1800,54.436054
1801,123.6665
1802,355.54745
1803,367.41055
1804,373.86215
1805,335.7634
1806,313.0451
1807,272.7225
1808,337.66183
1809,284.8986
1810,244.5519
1811,255.38513
1812,254.82097
1813,275.1487
1814,321.2286
1815,340.21527
1816,289.76422
1817,200.92499
1818,169.1429
1819,136.47949
1820,71.27204
1821,55.368114
1822,37.15349
1823,34.02843
1824,46.167576
1825,83.15124
1826,133.60002
1827,220.03465
1828,246.23935
1829,229.97693
1830,242.6879
1831,234.61125
1832,206.33617
1833,198.29433
1834,220.5067
1835,206.66992
1836,230.54826
1837,215.63168
1838,216.27333
1839,203.40822
1840,155.6681
1841,112.87622
1842,79.13694
1843,65.61053
1844,64.26694
1845,42.454716
1846,34.667908
1847,33.725502
1848,29.259264
1849,47.772625
1850,62.95305
1851,76.43357
1852,89.76648
1853,116.1422
1854,107.941154
1855,104.36652
1856,109.747375
1857,112.0134
1858,120.43974
1859,116.82096
1860,122.37298
1861,115.01314
1862,80.14602
1863,74.98326
1864,74.743965
1865,61.630527
1866,72.989426
1867,61.44923
1868,41.43686
1869,33.87269
1870,27.31839
1871,27.379007
1872,56.904163
1873,132.77545
1874,340.5855
